,type,category,review,star,date,option,0,1,2
144,헤트라스,별점,지인집에 갔다가 향이 좋아서 물어보고 구매했어요. 마침 라이브쇼하는 날이라 좋은 가격에 구매할 수 있어 좋았어요.향도 좋고 병도 인테리어 소품으로 쓰기에 너무 이쁘네요. 자주 애용할 것 같아요.,평점5,22.07.16.,[수량 선택]2개입 [향기] 호텔우드,[수량 선택]2개입 [향기] 호텔우드,,
145,헤트라스,별점,"디퓨져 여러 제품 사용해 봤는데 이곳 제품은 향이 부드럽네요. 리필병 없이도 병 자체가 이뻐서 그냥 리드 꽂아서 사용. 대용량에 가격도 좋아요.
플라워샵 처음 써보는 향인데 진짜 꽃집이네요. 재구매 의사 있어요",평점5,21.06.28.,대용량 디퓨저 수량 선택: 3개입 / 향 선택: 호텔우드 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 3개입 , 향 선택: 호텔우드 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
146,헤트라스,별점,집에서 꿉꿉한 냄새가 나서 구매해봤어요~대용량에 가격도 착해서 구매했는데 향도 은은하니 고급지고 병 패키지도 예뻐요^^ 이 가격에 좋은 제품 득템했네용ㅎㅎ 2개나 들어서 한동안 잘 쓸 것같아요!,평점5,21.10.08.,수량 선택: 2개입 / 향 선택: 플라워샵 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 플라워샵 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
147,헤트라스,별점,개인적으로 그레이프 프루트 빼고는 다 너무 조아요!!용량도 많아서 거실 화장실에 요대로 두고 각 방에는 덜어서 놓았는데 발향도 좋네요 재구매 의사 100프로 입니당!!,평점5,21.10.12.,대용량 디퓨저 선택: 3개입 / 향 선택: 블랙체리 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 3개입 , 향 선택: 블랙체리 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
148,헤트라스,별점,"향 정말 너무 좋아요.
완전 고급스러운 향!!
가게에 원래 아로마 오일 쓰다
벽에 튀고 난리라 디퓨저로 바꿔 뒀는데
향도 더 좋고 가격도 저렴하고
앞으로 쭉 애용하려구요",평점5,22.06.23.,대용량 디퓨저 수량 선택: 2개입 / 향 선택: 그레이프프루트 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 2개입 , 향 선택: 그레이프프루트 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
149,헤트라스,별점,"배송이 총알입니다. 오후에 주문하고 그 다음날 바로 왔어요. 일단 향은 은은하기보다는 약간 강해요. 거실, 침실에 두어서 스틱 다 꽂았습니다. 사용해보고 좋으면 추가 구매할거예요.",평점5,22.07.20.,[수량 선택]2개입 [향기] 북스토어,[수량 선택]2개입 [향기] 북스토어,,
150,헤트라스,별점,다들 집에 좋은향 난다구 칭찬해주셨어요향기롭고 방안 가득 퍼지는데 이가격 증말 좋아요게다가 병도 이뻐요23평 집에서도 발향이 잘되는 디퓨저에요다쓰면 또 여기서 사야지ㅎㅎ,평점5,21.06.29.,수량 선택: 2개입 / 향 선택: 허그솝 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 허그솝 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
151,헤트라스,별점,"원룸에서 혼자쓰려구 샀는데 향되게좋네요 양도많고 오래쓸수있겠어요
머리아프지않고 발향도 괜찮네요 포장도 꼼꼼하게 배송되서 왔고 셀프인테리어하기도 좋을거같아요 저는 적극추천해여 저렴하게 잘샀네요",평점5,21.06.28.,대용량 디퓨저 수량 선택: 2개입 / 향 선택: 라튤립샤워 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 2개입 , 향 선택: 라튤립샤워 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
152,헤트라스,별점,"가성비 너무 좋은 것 같아요.
머리아프거나 강한 향이 아니고 은은하게 잘 퍼지는 좋은 향이네요.
식물성 에탄올이고 유해 성분은 무첨가 하니 믿음이 가구요,
디자인도 심플하니 저희집 분위기랑도 잘 어울리니 만족해요",평점5,22.08.01.,수량 선택: 2개입 / 향 선택: 블랙체리 / 5만원 이상 무료배송: 주문 금액 5만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 블랙체리 , 5만원 이상 무료배송: 주문 금액 5만원 미만 시 적용되지 않습니다.
153,헤트라스,별점,"화장실에 두려고 산 건데 가성비 너무 좋고 향도 좋아요
막대 3개 꽂았는데 발향은 막 쎄지 않은 편이라 전 오히려 좋은 듯
샘플로 보내주신 제주도 향(?)도 좋아서 다음엔 그거 구매하고 싶네영",평점5,22.03.15.,대용량 디퓨저 선택: 2개입 / 향 선택: 북스토어 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 2개입 , 향 선택: 북스토어 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
154,헤트라스,별점,"배송빠르고
3번째 구매에요.
은은하니 향 너무 맘에 들어요.
혹시 시향테스트지는 이제 안주시는지
제가 북스토어.화이트셔츠 향 궁금해서 요청란 기재했는데 안왔네요..ㅜ",평점5,21.06.25.,[수량 선택]2개입 [향기] 제주사려니숲길,[수량 선택]2개입 [향기] 제주사려니숲길,,
155,헤트라스,별점,"집안에 퍼지는 산뜻한 향이 너무 좋아요 !
집 들어갈 때마다 향때문에 더 편안하고 포근해지는 기분이네요 ㅎㅎ
디자인도 이뻐서 어디에 배치해두던 인테리어 한 느낌이에요 ~ 용량도 대용량 !! 최곱니당",평점5,22.11.24.,대용량 디퓨저 선택: 2개입 / 향 선택: 퓨어다우니 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 2개입 , 향 선택: 퓨어다우니 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
156,헤트라스,별점,"코에 익숙해져서 계속 있으면 모르는데, 본가다녀오거나 여행다녀온 뒤에 집에 들어오면 집에서 좋은냄새나서 너무 좋아요
확실히 디퓨저라 빨리달지만 그래도 대용량이랑 맘편히 쓸수 있네요!",평점5,22.04.29.,대용량 디퓨저 수량 선택: 3개입 / 향 선택: 제주사려니숲길 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 3개입 , 향 선택: 제주사려니숲길 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
157,헤트라스,별점,일단 5가지 향을 보내주시는 줄 알았는데 중복으로 온 제품이 있었습니다~ 그래도 나름 만족^^ 대용량이라 오래 쓸 수 있었으면 좋겠어용!! 발향은 잘 되는 것 같아 기분이 좋네용♡,평점5,22.02.21.,대용량 디퓨저 수량 선택: 3개입 / 향 선택: 플라워샵 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 3개입 , 향 선택: 플라워샵 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
158,헤트라스,별점,친구 추천으로 구매해서 저도쓰고 선물도하고 일석이조입니다ㅋㅋ 향이 은은하게 퍼지는게 넘 진하지 않아서 좋아요ㅋ 무서보다 대용량이라 가성비도 좋은것같아요~~,평점5,21.11.24.,[수량 선택]2개입 [향기] 플라워샵,[수량 선택]2개입 [향기] 플라워샵,,
159,헤트라스,별점,5가지 전부 셋팅해놨는데 진짜로 향이 다 좋아요 ㅠㅠ 블랙체리는 별로 안좋아하는향인데도 불구하고 거부감없이 드레스룸에 놔뒀구요 제일 베스트향은 허그솝입니당,평점5,22.09.18.,[수량 선택]2개입 [향기] 플라워샵,[수량 선택]2개입 [향기] 플라워샵,,
160,헤트라스,별점,선물용으로 구매했는데 다 좋다고 해요 호텔우드 플라워샵 진심만족도 좋네요 저도 써봐야겠어요~~가격도 괜찬코 ㅎㅎ자주세일했음좋겠오요^^,평점5,22.06.27.,대용량 디퓨저 선택: 2개입 / 향 선택: 허그솝 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 2개입 , 향 선택: 허그솝 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
161,헤트라스,별점,"플라워 다쓰고 우드로 재구매했습니다.
남편은 맘에 들어하는데 저한테는 남성스킨향?처럼 느껴져요.
시간이 지나서는 은은해지니 조금 낫네요",평점5,21.09.07.,[수량 선택]2개입 [향기] 호텔우드,[수량 선택]2개입 [향기] 호텔우드,,
162,헤트라스,별점,친구네 가서 맡아보고 반해서 샀습니다ㅠㅠ 향 너무 좋아요. 꽃다발 선물 받은 느낌이에요. 방이 좁아서 스틱 하나만 꽂았는데 발향 괜찮네요.,평점5,22.10.25.,수량 선택: 2개입 / 향 선택: 블랙체리 / 5만원 이상 무료배송: 주문 금액 5만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 블랙체리 , 5만원 이상 무료배송: 주문 금액 5만원 미만 시 적용되지 않습니다.
163,헤트라스,별점,두번째 구매입니다 블랙체리향이 진하고 오래가네요 용량이 커서 매장에 놔두기 좋아요 자영업하시는 분들 추천합니다 배송도 빠르고 포장도 튼튼하게 왔어요 또 구매할게요!,평점5,22.05.12.,[수량 선택]2개입 [향기] 제주사려니숲길,[수량 선택]2개입 [향기] 제주사려니숲길,,
164,헤트라스,별점,자몽향을 딱히 안좋아해서 걱정했는데 사무실에 둘거라 한번 사봤어요 은은하니 좋네요 근데 샘플로 온 제주사려니 숲 향이 너무 좋아서 다음에는 사려니숲으로 주문하려구요 디퓨저스틱을 추가 주문할껄싶네요,평점5,22.08.24.,[수량 선택]2개입 [향기] 제주사려니숲길,[수량 선택]2개입 [향기] 제주사려니숲길,,
165,헤트라스,별점,북스토어 향 너무 좋아요 :) 여러분 강력 추천이요. 저는 같는 향 사서 작업실 두 곳에 놔뒀는데 차분한 향이 공간을 가득채워서 힐링 그 잡채,평점5,21.07.15.,대용량 디퓨저 선택: 5개입 / 향 선택: 1. 블랙세트 5개입 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 5개입 , 향 선택: 1. 블랙세트 5개입 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
166,헤트라스,별점,"배송빨라오!
유리병이 아니라서 좋은거같아요
대용량에 저렴하게 구매 해서 좋네요
향은 그냥 평범한 코튼? 향 느낌이에요 약간 화장실비누향?",평점5,22.08.07.,[수량 선택]2개입 [향기] 제주사려니숲길,[수량 선택]2개입 [향기] 제주사려니숲길,,
167,헤트라스,별점,"재구매 했는데 항상 만족해요! 가성비도 좋고 향이 너무 좋아요!
특히 플라워샵은 진짜 자연스러운 생화 향에 부담스럽지 않아서 추천이요!!",평점5,21.06.27.,대용량 디퓨저 선택: 2개입 / 향 선택: 허그솝 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 2개입 , 향 선택: 허그솝 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
168,헤트라스,별점,사무실에 두었는데 제 책상 뿐 아니라 주변에도 향이 좋게 퍼져서 다른 동료들도 향 좋다고 좋아해요 ㅎㅎ되게 만족스럽게 잘 쓰고 있어요.~,평점5,22.10.13.,[수량 선택]2개입 [향기] 북스토어,[수량 선택]2개입 [향기] 북스토어,,
169,헤트라스,별점,우연히 알게된 디퓨저인데 너무 만족스러워요. 가성비 갑! 발향도 좋고 전혀 저렴한 향이 나지 않아서 좋아요. 안방에 두고 사용하고 있어요,평점5,22.07.31.,수량 선택: 2개입 / 향 선택: 그레이프프루트 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 그레이프프루트 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
170,헤트라스,별점,향기라는 게 진짜 주관적이긴 한가봐요 저는 너무 좋은데 엄마는 물냄새가 난대요 그래서 원래는 거실에 두려고 샀는데 제 방으로 옮겼어요,평점5,22.10.30.,[수량 선택]2개입 [향기] 호텔우드,[수량 선택]2개입 [향기] 호텔우드,,
171,헤트라스,별점,"헤트라스 두번째 구매입니다
향을 바꾸어 구매해보았는데 확실히 한 3일정도는 엄청 향이 진하구요, 이후로는 은은하게 오래 가는 것 같아요
특히 비오는날 살짝 올라오는 향이 좋은게 장점 같습니다 ^^",평점5,22.05.12.,[수량 선택]2개입 [향기] 호텔우드,[수량 선택]2개입 [향기] 호텔우드,,
172,헤트라스,별점,"이번에 이사하면서 집안이 향기로왔으면해서 후기좋아서 구입했는데 만족하네요
괴물용량이긴하지만 금방 소진되는거같아 속상해요.
다음엔 다른향기로 재구매할게요.",평점5,22.06.14.,[수량 선택]2개입 [향기] 허그솝,[수량 선택]2개입 [향기] 허그솝,,
173,헤트라스,별점,"향오~래 갈 것같아 좋아요.
더음엔 다른 향도 구매 해보려고요.
3매입 주문인데 중간에 1개가 좀 샜어요. 손에 묻었는데 양이 오래 가네요 ㅋ",평점5,22.05.17.,[수량 선택]2개입 [향기] 화이트셔츠,[수량 선택]2개입 [향기] 화이트셔츠,,
174,헤트라스,별점,플라워향이 너무좋아요~~ 꽃은 원래 제가 갖고있는거예요ㅋ 집에 놀러오는사람마다 좋다고 난리ㅋ 대용량이라 집안전체에 퍼져서좋네요~,평점5,22.05.16.,수량 선택: 2개입 / 향 선택: 플라워샵 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 플라워샵 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
175,헤트라스,별점,"대용량에 가격이 착해서 성분도 자세히 봤는데
괜찮은 것 같아 주문했습니다
그런데 주문하길 정말 잘한듯ㅠㅠ화장실에 뒀는데 너무 좋아요 진작 살걸
반정도 남으면 또 주문해야겠어요",평점5,22.10.19.,대용량 디퓨저 수량 선택: 2개입 / 향 선택: 허그솝 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 2개입 , 향 선택: 허그솝 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
176,헤트라스,별점,남자친구 추천으로 삿는데 항도 좋고 은은하게 잘 퍼져야 !!향고를수 잇게만 되면 더 좋을꺼 같아요 !!세트라 고를 수가 없어서ㅠㅠㅠ이것만 개선해 주시면 감사하겟습니다 !!,평점5,22.09.09.,[수량 선택]2개입 [향기] 제주사려니숲길,[수량 선택]2개입 [향기] 제주사려니숲길,,
177,헤트라스,별점,향이 진짜 극락가요.. 인센스 안켰을 때 나는 향..? 말로 설명을 못하겠지만.. 디퓨저 사고 넘 좋아서 같은 향의 룸스프레이도 구입했어요,평점5,21.07.29.,[수량 선택]2개입 [향기] 플라워샵,[수량 선택]2개입 [향기] 플라워샵,,
178,헤트라스,별점,"냄새에민감하고,가성비좋은 디뷰저를 찾으시죠?^^
헤트라스 공병도이뿌고 향도은은해서 에어컨키고
밀폐된 여름날 공간을 향기롭게 해줄꺼예요~~",평점5,22.06.09.,[수량 선택]2개입 [향기] 북스토어,[수량 선택]2개입 [향기] 북스토어,,
179,헤트라스,별점,"집에 들어오면 은은하게 나는 향이 좋네요
간절기 동절기에 코 상태가 별로인 사람이라 다른 분들에 비해 향을 약하게 느끼긴 합니다만…
전 좋네요 거실겸 방과 화장실에 두었는데 방 전체 향이 퍼져있어 좋아요",평점5,22.06.09.,[수량 선택]2개입 [향기] 플라워샵,[수량 선택]2개입 [향기] 플라워샵,,
180,헤트라스,별점,"오 용량도 최고! 향도 프레쉬~하고 좋아요
화장실에 두려고 샀어요 :-) 바로 향이 가득 메워지더라구여!!",평점5,22.09.12.,대용량 디퓨저 선택: 2개입 / 향 선택: 허그솝 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 2개입 , 향 선택: 허그솝 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
181,헤트라스,별점,처음 사본향인데 좋네요~~ 여기 디퓨저 자주 애용 중입니다! 여름에는 룸스프레이로 도전해봐야겠어요!,평점5,22.08.16.,대용량 디퓨저 선택: 5개입 / 향 선택: 1. 블랙세트 5개입 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 5개입 , 향 선택: 1. 블랙세트 5개입 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
182,헤트라스,별점,"매번 주문해요
가성비 용량 향 모두 만족하고 쓰고 잇어요
신혼집이라 좋은 향이 많이 나면 좋겟더 싶어 끊이지 얺고 주문합니다",평점5,22.10.09.,대용량 디퓨저 선택: 3개입 / 향 선택: 라튤립샤워 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 3개입 , 향 선택: 라튤립샤워 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
183,헤트라스,별점,대용량이고 향도 은은해서 좋아요! 근데 비 많이 오는 여름엔 더 상큼한 향을 할 걸 그랬네요 ㅠㅋㅋ,평점5,22.11.08.,수량 선택: 2개입 / 향 선택: 제주사려니숲길 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 제주사려니숲길 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
184,헤트라스,별점,이것저것 디퓨져 많이써봤는데….가격이 적당하고 향도 잘나고 너무 좋은것 같아요^^ 또 사야지^^,평점5,21.07.17.,대용량 디퓨저 선택: 5개입 / 향 선택: 2. 그린세트 5개입 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 5개입 , 향 선택: 2. 그린세트 5개입 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
185,헤트라스,별점,사무실에 놓기 좋아요 산뜻해서 그런지 일할때 그나마 환기되는것 같아서 기분전환 최고입닌다 ㅋㅋ,평점5,22.10.19.,수량 선택: 2개입 / 향 선택: 제주사려니숲길 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 제주사려니숲길 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
186,헤트라스,별점,선물했는데 발향도 좋고 자몽향이 과하지않게 상큼하고 좋다고 하네요! 저도 조만간 하나 사려고요!!,평점5,22.06.21.,대용량 디퓨저 선택: 2개입 / 향 선택: 플라워샵 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 2개입 , 향 선택: 플라워샵 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
187,헤트라스,별점,"디퓨저를 많이 사용 안해봤는데, 기대 이상으로 만족합니다
용량도 많아서 오래갈것같고 향이 좋아요",평점5,22.07.31.,대용량 디퓨저 수량 선택: 5개입 / 향 선택: 향5종(다우니호텔우드화이트셔츠제주사려니라튤립) / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 5개입 , 향 선택: 향5종(다우니호텔우드화이트셔츠제주사려니라튤립) , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
188,헤트라스,별점,딸래미 네일샵에 보냈어요. 대용량이라 한동안 잘 쓰겠다고 연락 왔네요. 엄마도 기분이가 좋아짐 ㅋ,평점5,22.04.04.,수량 선택: 5개입(블랙체리플라워샵그레이프북스토어허그솝) / 향 선택: 향 5종(블랙체리플라워샵그레이프북스토어허그솝) / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 5개입(블랙체리플라워샵그레이프북스토어허그솝) , 향 선택: 향 5종(블랙체리플라워샵그레이프북스토어허그솝) , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
189,헤트라스,별점,용량이 다른 디퓨저에 비해 비교적으로 커서 발향도 좋은것 같아요 ! 스틱길이도 길어서 추천합니다,평점5,21.10.27.,[수량 선택]2개입 [향기] 플라워샵,[수량 선택]2개입 [향기] 플라워샵,,
190,헤트라스,별점,가성비로는 좋은 것 같아요. 화장실이랑 욕실에 사용하려고 샀는데 생각보다 향도 좋고 만족합니다.,평점5,22.05.21.,수량 선택: 5개입(블랙체리플라워샵그레이프북스토어허그솝) / 향 선택: 향 5종(블랙체리플라워샵그레이프북스토어허그솝) / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 5개입(블랙체리플라워샵그레이프북스토어허그솝) , 향 선택: 향 5종(블랙체리플라워샵그레이프북스토어허그솝) , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
191,헤트라스,별점,가격대비 만족도 높아요! 플라워샵 향도 맘에 들고 디자인도 심플해서 눈에 막 띄지 않는 게 좋네요:),평점5,22.08.13.,수량 선택: 2개입 / 향 선택: 허그솝 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 허그솝 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
192,헤트라스,별점,"집에쓰던 디퓨져가 다 써가서 여러가지 보던중에 용량과 향이 괜찮을것같아 주문했어요~
금액대비 괜찮은것같고 향은 아직 맡아보지 못했지만 상상했던 그 향일것같아요^^",평점5,22.06.21.,수량 선택: 2개입 / 향 선택: 북스토어 / 5만원 이상 무료배송: 주문 금액 5만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 북스토어 , 5만원 이상 무료배송: 주문 금액 5만원 미만 시 적용되지 않습니다.
193,헤트라스,별점,문을 열고 들어왔을때 은은하게 향이 느껴집니다. 배송도 엄청 빠르고 부담없이 사용하기에 좋아요.,평점5,22.05.26.,수량 선택: 2개입 / 향 선택: 그레이프프루트 / 5만원 이상 무료배송: 주문 금액 5만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 그레이프프루트 , 5만원 이상 무료배송: 주문 금액 5만원 미만 시 적용되지 않습니다.
194,헤트라스,별점,"사용하던 향이랑 비슷한 향 발견해서 삿습니다
제가 쓰던거보다 대용량이어서 거실에서 쓰기 좋네용",평점5,22.09.14.,대용량 디퓨저 선택: 2개입 / 향 선택: 플라워샵 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 선택: 2개입 , 향 선택: 플라워샵 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
195,헤트라스,별점,"이사하고 디퓨저가 필요해서 구매했어요. 처음 발향이 엄청 강하다고 생각했는데, 조금 사용하니 딱 맞는 발향으로 느껴집니다. 향이 조금 가벼워서 아쉽긴해요",평점5,22.08.19.,[수량 선택]2개입 [향기] 플라워샵,[수량 선택]2개입 [향기] 플라워샵,,
196,헤트라스,별점,"발향 좋네요
대용량이라서 다시한번 더만족.
좋은 향기 순서대루 집안에 놨더니 좋구여
강아지냄새나는것도 좀잡아주네요",평점5,22.02.23.,대용량 디퓨저 수량 선택: 2개입 / 향 선택: 플라워샵 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 2개입 , 향 선택: 플라워샵 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
197,헤트라스,별점,포장이 너무 예쁘고 내용물 디자인도 예쁩니다 저는 플라워샵 냄새 맡아보고 너무 좋아서 구매를 했는데 허그솝 냄새도 정말 좋은 것 같더라구요,평점5,22.11.26.,[수량 선택]2개입 [향기] 호텔우드,[수량 선택]2개입 [향기] 호텔우드,,
198,헤트라스,별점,향이 엄청 진해서 침실 머리맡에 둘 정도는 아니구 거실 화장실에 두기 딱이예요 ㅎㅎ 향도 특이함,평점5,22.11.01.,수량 선택: 3개입 / 향 선택: 블랙체리,수량 선택: 3개입 , 향 선택: 블랙체리,
199,헤트라스,별점,스틱 2개 꽂으면 원룸에 딱 적당한거같아요 향도 은은하고 다음에는 다른 향으로 구매해보고싶어요,평점5,22.11.09.,수량 선택: 2개입 / 향 선택: 플라워샵 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 플라워샵 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
200,헤트라스,별점,이사한 친구에게 선물을 줬어요..! 향긋함에 기분이 좋아지더라구요 ! 용량도 많아서ㅎㅎㅎ 다 쓰면 다른 향도 구매해볼게요,평점5,22.09.29.,[수량 선택]2개입 [향기] 플라워샵,[수량 선택]2개입 [향기] 플라워샵,,
201,헤트라스,별점,"어떤향이 좋을지 몰라서 세트로 구매해봤는데
병도 생각보다 고급지고 향이 하나하나 다 좋아욤 !!!!
다음에 다른향들도 구매해서 써보고 젤 좋은걸로 정착하려고 합니다 :)",평점5,22.04.01.,수량 선택: 5개입(블랙체리플라워샵그레이프북스토어허그솝) / 향 선택: 향 5종(블랙체리플라워샵그레이프북스토어허그솝) / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 5개입(블랙체리플라워샵그레이프북스토어허그솝) , 향 선택: 향 5종(블랙체리플라워샵그레이프북스토어허그솝) , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
202,헤트라스,별점,"펜션 갔다가 향이 너무 좋아 구매했어요
다 좋은데...스프레이는 용량이 적어용ㅜㅜ
향도 금방 날아가는거 같구요...
다른향들 샘플 같은거 넣어주심 좋을거 같아요
향 맡아보고 사게용ㅎㅎ",평점5,22.10.13.,수량 선택: 2개입 / 향 선택: 북스토어 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,수량 선택: 2개입 , 향 선택: 북스토어 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
203,헤트라스,별점,"선물용으로 구입했어요 향은 아직 못맡았디만 후기가 좋으니 괜찮을거같아요 선물포장이 따로 있으면 좋겠어요 ,, 스틱도 따로라 쇼핑백에 그냥 담아줘야겟어요 ㅠㅠ",평점5,22.04.03.,대용량 디퓨저 수량 선택: 2개입 / 향 선택: 플라워샵 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 2개입 , 향 선택: 플라워샵 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
204,헤트라스,별점,향이 처음에는 강하고 시간이 지나면서 약해지는데 문제는...건조해서 그런건지..스틱을 뒤집어도 처음만큼 강하게 나지 않는듯함 그게 조금 아쉬움 꾸준하게 발향이 났으면 했는데..,평점5,22.11.25.,대용량 디퓨저 수량 선택: 2개입 / 향 선택: 플라워샵 / 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.,대용량 디퓨저 수량 선택: 2개입 , 향 선택: 플라워샵 , 3만원 이상 무료배송: 주문 금액 3만원 미만 시 적용되지 않습니다.
